valuation_batch_id,run_id,datestamp,timestamp,engine_name,number_of_threads,hash_size,time_per_valuation,number_of_runs,machine_ident,model,chess1m_sp_idn,chess960_scharnagl_sp_idn_white,chess960_scharnagl_sp_idn_black,rank_1_white,rank_8_black,standard_fen,shredder_fen,is_chess960,is_classical,score_cp,score_mate_in,score_is_mate,score,lowerbound,upperbound,depth,seldepth,nodes,nps,move_1,move_2,move_3,move_4,move_5,move_6,pv,info_pretty,error
2025-09-28_18:31:09_960_Alienware Aurora R7,352,2025-09-28,20:28:30,Stockfish 17.1,,,,960,Alienware Aurora R7_6_6_23.19,Alienware Aurora R7,338272,352,352,BBNRKRQN,bbnrkrqn,bbnrkrqn/pppppppp/8/8/8/8/PPPPPPPP/BBNRKRQN w KQkq - 0 1,bbnrkrqn/pppppppp/8/8/8/8/PPPPPPPP/BBNRKRQN w FDfd - 0 1,1,0,38,,False,"PovScore(Cp(+38), WHITE)",True,True,32,48,57829834,2891347,f4,,,,,,[Move.from_uci('f2f4')],"{'currmove': Move.from_uci('f2f4'),
 'currmovenumber': 1,
 'depth': 32,
 'hashfull': 43,
 'lowerbound': True,
 'multipv': 1,
 'nodes': 57829834,
 'nps': 2891347,
 'pv': [Move.from_uci('f2f4')],
 'score': PovScore(Cp(+38), WHITE),
 'seldepth': 48,
 'string': 'NNUE evaluation using nn-37f18f62d772.nnue (6MiB, (22528, 128, 15, '
           '32, 1))',
 'tbhits': 0,
 'time': 20.001,
 'upperbound': True}",
2025-09-28_18:31:09_960_Alienware Aurora R7,353,2025-09-28,20:28:50,Stockfish 17.1,,,,960,Alienware Aurora R7_6_6_23.19,Alienware Aurora R7,339233,353,353,BNRBKRQN,bnrbkrqn,bnrbkrqn/pppppppp/8/8/8/8/PPPPPPPP/BNRBKRQN w KQkq - 0 1,bnrbkrqn/pppppppp/8/8/8/8/PPPPPPPP/BNRBKRQN w FCfc - 0 1,1,0,24,,False,"PovScore(Cp(+24), WHITE)",True,True,37,58,63139186,3156801,g4,e6,e3,g5,Be2,Be7,"[Move.from_uci('g2g4'), Move.from_uci('e7e6'), Move.from_uci('e2e3'), Move.from_uci('g7g5'), Move.from_uci('d1e2'), Move.from_uci('d8e7'), Move.from_uci('h1g3'), Move.from_uci('e8c8'), Move.from_uci('b2b3'), Move.from_uci('b8c6'), Move.from_uci('e1c1'), Move.from_uci('h8g6'), Move.from_uci('f2f4'), Move.from_uci('g5f4'), Move.from_uci('e3f4'), Move.from_uci('f7f5'), Move.from_uci('g4g5'), Move.from_uci('b7b6'), Move.from_uci('g3h5'), Move.from_uci('g8f7'), Move.from_uci('d1e1'), Move.from_uci('a8b7'), Move.from_uci('g1g3'), Move.from_uci('e6e5'), Move.from_uci('h2h4'), Move.from_uci('h7h6'), Move.from_uci('f4e5'), Move.from_uci('h6g5'), Move.from_uci('h4g5'), Move.from_uci('f5f4'), Move.from_uci('g3g1'), Move.from_uci('c6e5'), Move.from_uci('a1e5'), Move.from_uci('g6e5'), Move.from_uci('f1f4'), Move.from_uci('f7g6'), Move.from_uci('h5f6'), Move.from_uci('e7f6'), Move.from_uci('g5f6'), Move.from_uci('f8f6'), Move.from_uci('f4f6'), Move.from_uci('g6f6'), Move.from_uci('e1f1'), Move.from_uci('f6d6'), Move.from_uci('g1g5'), Move.from_uci('d6e6'), Move.from_uci('g5e3'), Move.from_uci('c8b8'), Move.from_uci('d2d4')]","{'currmove': Move.from_uci('f2f4'),
 'currmovenumber': 4,
 'depth': 37,
 'hashfull': 49,
 'lowerbound': True,
 'multipv': 1,
 'nodes': 63139186,
 'nps': 3156801,
 'pv': [Move.from_uci('g2g4'),
        Move.from_uci('e7e6'),
        Move.from_uci('e2e3'),
        Move.from_uci('g7g5'),
        Move.from_uci('d1e2'),
        Move.from_uci('d8e7'),
        Move.from_uci('h1g3'),
        Move.from_uci('e8c8'),
        Move.from_uci('b2b3'),
        Move.from_uci('b8c6'),
        Move.from_uci('e1c1'),
        Move.from_uci('h8g6'),
        Move.from_uci('f2f4'),
        Move.from_uci('g5f4'),
        Move.from_uci('e3f4'),
        Move.from_uci('f7f5'),
        Move.from_uci('g4g5'),
        Move.from_uci('b7b6'),
        Move.from_uci('g3h5'),
        Move.from_uci('g8f7'),
        Move.from_uci('d1e1'),
        Move.from_uci('a8b7'),
        Move.from_uci('g1g3'),
        Move.from_uci('e6e5'),
        Move.from_uci('h2h4'),
        Move.from_uci('h7h6'),
        Move.from_uci('f4e5'),
        Move.from_uci('h6g5'),
        Move.from_uci('h4g5'),
        Move.from_uci('f5f4'),
        Move.from_uci('g3g1'),
        Move.from_uci('c6e5'),
        Move.from_uci('a1e5'),
        Move.from_uci('g6e5'),
        Move.from_uci('f1f4'),
        Move.from_uci('f7g6'),
        Move.from_uci('h5f6'),
        Move.from_uci('e7f6'),
        Move.from_uci('g5f6'),
        Move.from_uci('f8f6'),
        Move.from_uci('f4f6'),
        Move.from_uci('g6f6'),
        Move.from_uci('e1f1'),
        Move.from_uci('f6d6'),
        Move.from_uci('g1g5'),
        Move.from_uci('d6e6'),
        Move.from_uci('g5e3'),
        Move.from_uci('c8b8'),
        Move.from_uci('d2d4')],
 'score': PovScore(Cp(+24), WHITE),
 'seldepth': 58,
 'string': 'NNUE evaluation using nn-37f18f62d772.nnue (6MiB, (22528, 128, 15, '
           '32, 1))',
 'tbhits': 0,
 'time': 20.001,
 'upperbound': True}",
2025-09-28_18:31:09_960_Alienware Aurora R7,354,2025-09-28,20:29:10,Stockfish 17.1,,,,960,Alienware Aurora R7_6_6_23.19,Alienware Aurora R7,340194,354,354,BNRKRBQN,bnrkrbqn,bnrkrbqn/pppppppp/8/8/8/8/PPPPPPPP/BNRKRBQN w KQkq - 0 1,bnrkrbqn/pppppppp/8/8/8/8/PPPPPPPP/BNRKRBQN w ECec - 0 1,1,0,21,,False,"PovScore(Cp(+21), WHITE)",True,True,40,49,63121730,3156086,b3,b6,f4,f6,e4,e5,"[Move.from_uci('b2b3'), Move.from_uci('b7b6'), Move.from_uci('f2f4'), Move.from_uci('f7f6'), Move.from_uci('e2e4'), Move.from_uci('e7e5'), Move.from_uci('d1c1'), Move.from_uci('d8c8'), Move.from_uci('f4e5'), Move.from_uci('f6e5'), Move.from_uci('f1c4'), Move.from_uci('d7d5'), Move.from_uci('c4d5'), Move.from_uci('a8d5'), Move.from_uci('e4d5'), Move.from_uci('g8d5'), Move.from_uci('b1c3'), Move.from_uci('d5e6'), Move.from_uci('h1f2'), Move.from_uci('h8f7'), Move.from_uci('g1f1'), Move.from_uci('b8c6'), Move.from_uci('f2d3'), Move.from_uci('c8b8'), Move.from_uci('c3e4'), Move.from_uci('a7a5'), Move.from_uci('f1f3'), Move.from_uci('f8a3'), Move.from_uci('c1b1'), Move.from_uci('c6d4'), Move.from_uci('a1d4'), Move.from_uci('d8d4'), Move.from_uci('e1e3'), Move.from_uci('f7d6'), Move.from_uci('c2c3'), Move.from_uci('d4e4'), Move.from_uci('e3e4'), Move.from_uci('e6g6')]","{'currmove': Move.from_uci('b2b3'),
 'currmovenumber': 1,
 'depth': 40,
 'hashfull': 50,
 'lowerbound': True,
 'multipv': 1,
 'nodes': 63121730,
 'nps': 3156086,
 'pv': [Move.from_uci('b2b3'),
        Move.from_uci('b7b6'),
        Move.from_uci('f2f4'),
        Move.from_uci('f7f6'),
        Move.from_uci('e2e4'),
        Move.from_uci('e7e5'),
        Move.from_uci('d1c1'),
        Move.from_uci('d8c8'),
        Move.from_uci('f4e5'),
        Move.from_uci('f6e5'),
        Move.from_uci('f1c4'),
        Move.from_uci('d7d5'),
        Move.from_uci('c4d5'),
        Move.from_uci('a8d5'),
        Move.from_uci('e4d5'),
        Move.from_uci('g8d5'),
        Move.from_uci('b1c3'),
        Move.from_uci('d5e6'),
        Move.from_uci('h1f2'),
        Move.from_uci('h8f7'),
        Move.from_uci('g1f1'),
        Move.from_uci('b8c6'),
        Move.from_uci('f2d3'),
        Move.from_uci('c8b8'),
        Move.from_uci('c3e4'),
        Move.from_uci('a7a5'),
        Move.from_uci('f1f3'),
        Move.from_uci('f8a3'),
        Move.from_uci('c1b1'),
        Move.from_uci('c6d4'),
        Move.from_uci('a1d4'),
        Move.from_uci('d8d4'),
        Move.from_uci('e1e3'),
        Move.from_uci('f7d6'),
        Move.from_uci('c2c3'),
        Move.from_uci('d4e4'),
        Move.from_uci('e3e4'),
        Move.from_uci('e6g6')],
 'score': PovScore(Cp(+21), WHITE),
 'seldepth': 49,
 'string': 'NNUE evaluation using nn-37f18f62d772.nnue (6MiB, (22528, 128, 15, '
           '32, 1))',
 'tbhits': 0,
 'time': 20.0,
 'upperbound': True}",
2025-09-28_18:31:09_960_Alienware Aurora R7,355,2025-09-28,20:29:30,Stockfish 17.1,,,,960,Alienware Aurora R7_6_6_23.19,Alienware Aurora R7,341155,355,355,BNRKRQNB,bnrkrqnb,bnrkrqnb/pppppppp/8/8/8/8/PPPPPPPP/BNRKRQNB w KQkq - 0 1,bnrkrqnb/pppppppp/8/8/8/8/PPPPPPPP/BNRKRQNB w ECec - 0 1,1,0,19,,False,"PovScore(Cp(+19), WHITE)",True,True,34,45,64710319,3235515,b3,b6,f4,f5,Nf3,O-O-O,"[Move.from_uci('b2b3'), Move.from_uci('b7b6'), Move.from_uci('f2f4'), Move.from_uci('f7f5'), Move.from_uci('g1f3'), Move.from_uci('d8c8'), Move.from_uci('g2g3'), Move.from_uci('g8f6'), Move.from_uci('d1c1'), Move.from_uci('g7g6'), Move.from_uci('d2d3'), Move.from_uci('a8b7'), Move.from_uci('e2e4'), Move.from_uci('f5e4'), Move.from_uci('d3e4'), Move.from_uci('f6e4'), Move.from_uci('a1h8'), Move.from_uci('f8h8'), Move.from_uci('f3e5'), Move.from_uci('e4d6'), Move.from_uci('h1b7'), Move.from_uci('c8b7'), Move.from_uci('f1f3'), Move.from_uci('c7c6'), Move.from_uci('b3b4'), Move.from_uci('h8f8'), Move.from_uci('b1c3'), Move.from_uci('e7e6'), Move.from_uci('b4b5'), Move.from_uci('d6f7'), Move.from_uci('e5f7'), Move.from_uci('f8f7')]","{'currmove': Move.from_uci('b2b3'),
 'currmovenumber': 1,
 'depth': 34,
 'hashfull': 53,
 'lowerbound': True,
 'multipv': 1,
 'nodes': 64710319,
 'nps': 3235515,
 'pv': [Move.from_uci('b2b3'),
        Move.from_uci('b7b6'),
        Move.from_uci('f2f4'),
        Move.from_uci('f7f5'),
        Move.from_uci('g1f3'),
        Move.from_uci('d8c8'),
        Move.from_uci('g2g3'),
        Move.from_uci('g8f6'),
        Move.from_uci('d1c1'),
        Move.from_uci('g7g6'),
        Move.from_uci('d2d3'),
        Move.from_uci('a8b7'),
        Move.from_uci('e2e4'),
        Move.from_uci('f5e4'),
        Move.from_uci('d3e4'),
        Move.from_uci('f6e4'),
        Move.from_uci('a1h8'),
        Move.from_uci('f8h8'),
        Move.from_uci('f3e5'),
        Move.from_uci('e4d6'),
        Move.from_uci('h1b7'),
        Move.from_uci('c8b7'),
        Move.from_uci('f1f3'),
        Move.from_uci('c7c6'),
        Move.from_uci('b3b4'),
        Move.from_uci('h8f8'),
        Move.from_uci('b1c3'),
        Move.from_uci('e7e6'),
        Move.from_uci('b4b5'),
        Move.from_uci('d6f7'),
        Move.from_uci('e5f7'),
        Move.from_uci('f8f7')],
 'score': PovScore(Cp(+19), WHITE),
 'seldepth': 45,
 'string': 'NNUE evaluation using nn-37f18f62d772.nnue (6MiB, (22528, 128, 15, '
           '32, 1))',
 'tbhits': 0,
 'time': 20.0,
 'upperbound': True}",
2025-09-28_18:31:09_960_Alienware Aurora R7,356,2025-09-28,20:29:50,Stockfish 17.1,,,,960,Alienware Aurora R7_6_6_23.19,Alienware Aurora R7,342116,356,356,NBBRKRQN,nbbrkrqn,nbbrkrqn/pppppppp/8/8/8/8/PPPPPPPP/NBBRKRQN w KQkq - 0 1,nbbrkrqn/pppppppp/8/8/8/8/PPPPPPPP/NBBRKRQN w FDfd - 0 1,1,0,9,,False,"PovScore(Cp(+9), WHITE)",,True,37,40,59354449,2967722,f4,f5,c3,c6,g3,d6,"[Move.from_uci('f2f4'), Move.from_uci('f7f5'), Move.from_uci('c2c3'), Move.from_uci('c7c6'), Move.from_uci('g2g3'), Move.from_uci('d7d6'), Move.from_uci('b2b3'), Move.from_uci('c8d7'), Move.from_uci('c1b2'), Move.from_uci('a8c7'), Move.from_uci('e1d1'), Move.from_uci('e8d8'), Move.from_uci('a1c2'), Move.from_uci('g7g6'), Move.from_uci('h1f2'), Move.from_uci('h8f7'), Move.from_uci('c3c4'), Move.from_uci('a7a6'), Move.from_uci('f2d3'), Move.from_uci('d8e8'), Move.from_uci('b2c3'), Move.from_uci('f7d8'), Move.from_uci('f1e1'), Move.from_uci('c6c5'), Move.from_uci('e2e4'), Move.from_uci('f5e4'), Move.from_uci('d3f2'), Move.from_uci('d8c6'), Move.from_uci('c2e3'), Move.from_uci('c6d4'), Move.from_uci('b1e4'), Move.from_uci('b8a7'), Move.from_uci('g1g2')]","{'currmove': Move.from_uci('f2f4'),
 'currmovenumber': 1,
 'depth': 37,
 'hashfull': 51,
 'multipv': 1,
 'nodes': 59354449,
 'nps': 2967722,
 'pv': [Move.from_uci('f2f4'),
        Move.from_uci('f7f5'),
        Move.from_uci('c2c3'),
        Move.from_uci('c7c6'),
        Move.from_uci('g2g3'),
        Move.from_uci('d7d6'),
        Move.from_uci('b2b3'),
        Move.from_uci('c8d7'),
        Move.from_uci('c1b2'),
        Move.from_uci('a8c7'),
        Move.from_uci('e1d1'),
        Move.from_uci('e8d8'),
        Move.from_uci('a1c2'),
        Move.from_uci('g7g6'),
        Move.from_uci('h1f2'),
        Move.from_uci('h8f7'),
        Move.from_uci('c3c4'),
        Move.from_uci('a7a6'),
        Move.from_uci('f2d3'),
        Move.from_uci('d8e8'),
        Move.from_uci('b2c3'),
        Move.from_uci('f7d8'),
        Move.from_uci('f1e1'),
        Move.from_uci('c6c5'),
        Move.from_uci('e2e4'),
        Move.from_uci('f5e4'),
        Move.from_uci('d3f2'),
        Move.from_uci('d8c6'),
        Move.from_uci('c2e3'),
        Move.from_uci('c6d4'),
        Move.from_uci('b1e4'),
        Move.from_uci('b8a7'),
        Move.from_uci('g1g2')],
 'score': PovScore(Cp(+9), WHITE),
 'seldepth': 40,
 'string': 'NNUE evaluation using nn-37f18f62d772.nnue (6MiB, (22528, 128, 15, '
           '32, 1))',
 'tbhits': 0,
 'time': 20.0,
 'upperbound': True}",
2025-09-28_18:31:09_960_Alienware Aurora R7,357,2025-09-28,20:30:10,Stockfish 17.1,,,,960,Alienware Aurora R7_6_6_23.19,Alienware Aurora R7,343077,357,357,NRBBKRQN,nrbbkrqn,nrbbkrqn/pppppppp/8/8/8/8/PPPPPPPP/NRBBKRQN w KQkq - 0 1,nrbbkrqn/pppppppp/8/8/8/8/PPPPPPPP/NRBBKRQN w FBfb - 0 1,1,0,26,,False,"PovScore(Cp(+26), WHITE)",,True,34,40,57960289,2897869,f4,f5,,,,,"[Move.from_uci('f2f4'), Move.from_uci('f7f5')]","{'currmove': Move.from_uci('f2f4'),
 'currmovenumber': 1,
 'depth': 34,
 'hashfull': 53,
 'multipv': 1,
 'nodes': 57960289,
 'nps': 2897869,
 'pv': [Move.from_uci('f2f4'), Move.from_uci('f7f5')],
 'score': PovScore(Cp(+26), WHITE),
 'seldepth': 40,
 'string': 'NNUE evaluation using nn-37f18f62d772.nnue (6MiB, (22528, 128, 15, '
           '32, 1))',
 'tbhits': 0,
 'time': 20.001,
 'upperbound': True}",
2025-09-28_18:31:09_960_Alienware Aurora R7,358,2025-09-28,20:30:30,Stockfish 17.1,,,,960,Alienware Aurora R7_6_6_23.19,Alienware Aurora R7,344038,358,358,NRBKRBQN,nrbkrbqn,nrbkrbqn/pppppppp/8/8/8/8/PPPPPPPP/NRBKRBQN w KQkq - 0 1,nrbkrbqn/pppppppp/8/8/8/8/PPPPPPPP/NRBKRBQN w EBeb - 0 1,1,0,39,,False,"PovScore(Cp(+39), WHITE)",True,True,31,55,60009596,3000329,Nb3,,,,,,[Move.from_uci('a1b3')],"{'currmove': Move.from_uci('a1b3'),
 'currmovenumber': 1,
 'depth': 31,
 'hashfull': 47,
 'lowerbound': True,
 'multipv': 1,
 'nodes': 60009596,
 'nps': 3000329,
 'pv': [Move.from_uci('a1b3')],
 'score': PovScore(Cp(+39), WHITE),
 'seldepth': 55,
 'string': 'NNUE evaluation using nn-37f18f62d772.nnue (6MiB, (22528, 128, 15, '
           '32, 1))',
 'tbhits': 0,
 'time': 20.001,
 'upperbound': True}",
2025-09-28_18:31:09_960_Alienware Aurora R7,359,2025-09-28,20:30:50,Stockfish 17.1,,,,960,Alienware Aurora R7_6_6_23.19,Alienware Aurora R7,344999,359,359,NRBKRQNB,nrbkrqnb,nrbkrqnb/pppppppp/8/8/8/8/PPPPPPPP/NRBKRQNB w KQkq - 0 1,nrbkrqnb/pppppppp/8/8/8/8/PPPPPPPP/NRBKRQNB w EBeb - 0 1,1,0,23,,False,"PovScore(Cp(+23), WHITE)",True,True,34,48,58890733,2944536,d3,,,,,,[Move.from_uci('d2d3')],"{'currmove': Move.from_uci('d2d3'),
 'currmovenumber': 1,
 'depth': 34,
 'hashfull': 47,
 'lowerbound': True,
 'multipv': 1,
 'nodes': 58890733,
 'nps': 2944536,
 'pv': [Move.from_uci('d2d3')],
 'score': PovScore(Cp(+23), WHITE),
 'seldepth': 48,
 'string': 'NNUE evaluation using nn-37f18f62d772.nnue (6MiB, (22528, 128, 15, '
           '32, 1))',
 'tbhits': 0,
 'time': 20.0,
 'upperbound': True}",
2025-09-28_18:31:09_960_Alienware Aurora R7,360,2025-09-28,20:31:10,Stockfish 17.1,,,,960,Alienware Aurora R7_6_6_23.19,Alienware Aurora R7,345960,360,360,NBRKBRQN,nbrkbrqn,nbrkbrqn/pppppppp/8/8/8/8/PPPPPPPP/NBRKBRQN w KQkq - 0 1,nbrkbrqn/pppppppp/8/8/8/8/PPPPPPPP/NBRKBRQN w FCfc - 0 1,1,0,45,,False,"PovScore(Cp(+45), WHITE)",True,,30,52,57562216,2878110,f4,f5,Nb3,Nb6,Na5,O-O-O,"[Move.from_uci('f2f4'), Move.from_uci('f7f5'), Move.from_uci('a1b3'), Move.from_uci('a8b6'), Move.from_uci('b3a5'), Move.from_uci('d8c8'), Move.from_uci('c2c4'), Move.from_uci('d7d6'), Move.from_uci('g2g4'), Move.from_uci('f5g4'), Move.from_uci('h1g3'), Move.from_uci('h8g6'), Move.from_uci('f4f5'), Move.from_uci('g6e5'), Move.from_uci('b2b3'), Move.from_uci('c7c5'), Move.from_uci('b1e4'), Move.from_uci('e8c6'), Move.from_uci('a5c6'), Move.from_uci('b7c6'), Move.from_uci('d2d3'), Move.from_uci('b6d7'), Move.from_uci('b3b4'), Move.from_uci('b8c7'), Move.from_uci('e1c3'), Move.from_uci('c7b6'), Move.from_uci('e4g2'), Move.from_uci('g7g6'), Move.from_uci('b4c5'), Move.from_uci('d7c5')]","{'currmove': Move.from_uci('f2f4'),
 'currmovenumber': 1,
 'depth': 30,
 'hashfull': 49,
 'lowerbound': True,
 'multipv': 1,
 'nodes': 57562216,
 'nps': 2878110,
 'pv': [Move.from_uci('f2f4'),
        Move.from_uci('f7f5'),
        Move.from_uci('a1b3'),
        Move.from_uci('a8b6'),
        Move.from_uci('b3a5'),
        Move.from_uci('d8c8'),
        Move.from_uci('c2c4'),
        Move.from_uci('d7d6'),
        Move.from_uci('g2g4'),
        Move.from_uci('f5g4'),
        Move.from_uci('h1g3'),
        Move.from_uci('h8g6'),
        Move.from_uci('f4f5'),
        Move.from_uci('g6e5'),
        Move.from_uci('b2b3'),
        Move.from_uci('c7c5'),
        Move.from_uci('b1e4'),
        Move.from_uci('e8c6'),
        Move.from_uci('a5c6'),
        Move.from_uci('b7c6'),
        Move.from_uci('d2d3'),
        Move.from_uci('b6d7'),
        Move.from_uci('b3b4'),
        Move.from_uci('b8c7'),
        Move.from_uci('e1c3'),
        Move.from_uci('c7b6'),
        Move.from_uci('e4g2'),
        Move.from_uci('g7g6'),
        Move.from_uci('b4c5'),
        Move.from_uci('d7c5')],
 'score': PovScore(Cp(+45), WHITE),
 'seldepth': 52,
 'string': 'NNUE evaluation using nn-37f18f62d772.nnue (6MiB, (22528, 128, 15, '
           '32, 1))',
 'tbhits': 0,
 'time': 20.0}",
2025-09-28_18:31:09_960_Alienware Aurora R7,361,2025-09-28,20:31:30,Stockfish 17.1,,,,960,Alienware Aurora R7_6_6_23.19,Alienware Aurora R7,346921,361,361,NRKBBRQN,nrkbbrqn,nrkbbrqn/pppppppp/8/8/8/8/PPPPPPPP/NRKBBRQN w KQkq - 0 1,nrkbbrqn/pppppppp/8/8/8/8/PPPPPPPP/NRKBBRQN w FBfb - 0 1,1,0,27,,False,"PovScore(Cp(+27), WHITE)",True,True,35,59,64335698,3216784,g4,g5,e3,Ng6,Nb3,e6,"[Move.from_uci('g2g4'), Move.from_uci('g7g5'), Move.from_uci('e2e3'), Move.from_uci('h8g6'), Move.from_uci('a1b3'), Move.from_uci('e7e6'), Move.from_uci('h1g3'), Move.from_uci('f7f5'), Move.from_uci('g4f5'), Move.from_uci('e6f5'), Move.from_uci('f2f4'), Move.from_uci('g5f4'), Move.from_uci('e3f4'), Move.from_uci('a8b6'), Move.from_uci('b3d4'), Move.from_uci('g8a2'), Move.from_uci('g3f5'), Move.from_uci('d8f6'), Move.from_uci('f1f3'), Move.from_uci('d7d6'), Move.from_uci('f3c3'), Move.from_uci('c8d8'), Move.from_uci('e1f2'), Move.from_uci('e8d7'), Move.from_uci('c3a3'), Move.from_uci('a2d5'), Move.from_uci('d1f3'), Move.from_uci('d5g8'), Move.from_uci('f5h6'), Move.from_uci('g8g7'), Move.from_uci('d4f5'), Move.from_uci('d7f5'), Move.from_uci('h6f5'), Move.from_uci('g7d7'), Move.from_uci('f5e3'), Move.from_uci('g6f4'), Move.from_uci('f2g3'), Move.from_uci('d7g7'), Move.from_uci('g1f1'), Move.from_uci('f6d4'), Move.from_uci('a3a5'), Move.from_uci('f4e6'), Move.from_uci('g3h4'), Move.from_uci('d8d7')]","{'currmove': Move.from_uci('g2g4'),
 'currmovenumber': 1,
 'depth': 35,
 'hashfull': 50,
 'lowerbound': True,
 'multipv': 1,
 'nodes': 64335698,
 'nps': 3216784,
 'pv': [Move.from_uci('g2g4'),
        Move.from_uci('g7g5'),
        Move.from_uci('e2e3'),
        Move.from_uci('h8g6'),
        Move.from_uci('a1b3'),
        Move.from_uci('e7e6'),
        Move.from_uci('h1g3'),
        Move.from_uci('f7f5'),
        Move.from_uci('g4f5'),
        Move.from_uci('e6f5'),
        Move.from_uci('f2f4'),
        Move.from_uci('g5f4'),
        Move.from_uci('e3f4'),
        Move.from_uci('a8b6'),
        Move.from_uci('b3d4'),
        Move.from_uci('g8a2'),
        Move.from_uci('g3f5'),
        Move.from_uci('d8f6'),
        Move.from_uci('f1f3'),
        Move.from_uci('d7d6'),
        Move.from_uci('f3c3'),
        Move.from_uci('c8d8'),
        Move.from_uci('e1f2'),
        Move.from_uci('e8d7'),
        Move.from_uci('c3a3'),
        Move.from_uci('a2d5'),
        Move.from_uci('d1f3'),
        Move.from_uci('d5g8'),
        Move.from_uci('f5h6'),
        Move.from_uci('g8g7'),
        Move.from_uci('d4f5'),
        Move.from_uci('d7f5'),
        Move.from_uci('h6f5'),
        Move.from_uci('g7d7'),
        Move.from_uci('f5e3'),
        Move.from_uci('g6f4'),
        Move.from_uci('f2g3'),
        Move.from_uci('d7g7'),
        Move.from_uci('g1f1'),
        Move.from_uci('f6d4'),
        Move.from_uci('a3a5'),
        Move.from_uci('f4e6'),
        Move.from_uci('g3h4'),
        Move.from_uci('d8d7')],
 'score': PovScore(Cp(+27), WHITE),
 'seldepth': 59,
 'string': 'NNUE evaluation using nn-37f18f62d772.nnue (6MiB, (22528, 128, 15, '
           '32, 1))',
 'tbhits': 0,
 'time': 20.0,
 'upperbound': True}",
2025-09-28_18:31:09_960_Alienware Aurora R7,362,2025-09-28,20:31:50,Stockfish 17.1,,,,960,Alienware Aurora R7_6_6_23.19,Alienware Aurora R7,347882,362,362,NRKRBBQN,nrkrbbqn,nrkrbbqn/pppppppp/8/8/8/8/PPPPPPPP/NRKRBBQN w KQkq - 0 1,nrkrbbqn/pppppppp/8/8/8/8/PPPPPPPP/NRKRBBQN w DBdb - 0 1,1,0,27,,False,"PovScore(Cp(+27), WHITE)",,True,31,45,61961310,3098065,e4,d5,,,,,"[Move.from_uci('e2e4'), Move.from_uci('d7d5')]","{'currmove': Move.from_uci('e2e4'),
 'currmovenumber': 1,
 'depth': 31,
 'hashfull': 49,
 'multipv': 1,
 'nodes': 61961310,
 'nps': 3098065,
 'pv': [Move.from_uci('e2e4'), Move.from_uci('d7d5')],
 'score': PovScore(Cp(+27), WHITE),
 'seldepth': 45,
 'string': 'NNUE evaluation using nn-37f18f62d772.nnue (6MiB, (22528, 128, 15, '
           '32, 1))',
 'tbhits': 0,
 'time': 20.0,
 'upperbound': True}",
